ISIN,Country,Region,Sector,Rating,Currency,Issue_Date,Maturity_Date,MTY_YEARS,Coupon,YLD_YTM_MID,DUR_ADJ_MID,Price,Outstanding_Amount_M,Market_Value,Benchmark_Weight
UST43PT5R5RC,United States,North America,Energy,BBB-,EUR,2023-01-23,2031-01-24,8.0107,6.3238,7.1882,6.008,94.6658,7609.65,7203.74,0.0013978087547956938
PE6ZS62YWE1G,Peru,Latin America,Technology,AA-,USD,2023-10-25,2046-01-20,22.2565,7.2562,5.8748,16.6924,121.7675,7283.5,8868.94,0.0017209230174545058
US983EP9P9W4,United States,North America,Industrial,A-,USD,2023-07-08,2051-01-07,27.5226,6.0611,6.8449,20.6419,83.131,3072.66,2554.33,0.0004956404363063193
MEJ66CNOLJQ5,Mexico,North America,Industrial,AA+,EUR,2025-05-31,2044-05-21,18.9885,4.4156,3.1406,14.2414,118.9258,4141.2,4924.95,0.000955633910570211
TU2WSPOFV177,Turkey,Europe,Energy,AA,EUR,2024-09-01,2047-06-15,22.8007,3.5701,4.3334,17.1005,86.9854,4025.57,3501.66,0.0006794596979232856
QAUDKTMONRVB,Qatar,Middle East,Government,A-,USD,2021-08-13,2033-12-03,12.3166,7.6524,6.2898,9.2374,112.9172,8419.61,9507.19,0.0018447686084597824
FRJFVYB6LI07,France,Europe,Utility,BB+,CAD,2026-02-23,2029-12-08,3.7922,8.4681,8.9472,2.8441,96.864,708.18,685.97,0.00013310514698298414
ME6A3KKRZD5E,Mexico,North America,Industrial,BB+,USD,2022-12-13,2050-11-21,27.9591,7.9829,8.9895,20.9693,78.8654,9278.26,7317.33,0.0014198496802673576
US9P3JPXGH30,United States,North America,Industrial,AAA,USD,2025-01-27,2045-08-28,20.5981,4.232,3.4231,15.4486,113.0427,4738.91,5357.0,0.0010394685954019068
JA153SFLSE45,Japan,Asia,Utility,BB,USD,2022-01-19,2038-06-17,16.4202,8.5621,9.4287,12.3151,88.8347,8188.58,7274.3,0.0014115001686638212
INBG34IQ7ZJ3,India,Asia,Corporate,AAA,USD,2026-01-20,2054-05-21,28.3514,4.4226,3.7847,21.2635,113.2772,1237.59,1401.9,0.0002720237117591811
CHSWEBNVG5VM,China,Asia,Energy,BBB,JPY,2025-01-17,2045-12-26,20.9543,5.171,7.2451,15.7158,67.1915,3311.46,2225.02,0.00043174135040902566
SWF60YKNFU84,Switzerland,Europe,Industrial,AA-,USD,2022-06-02,2027-09-15,5.2914,5.6009,4.9813,3.9686,102.8695,5552.95,5712.29,0.0011084088226298969
INXYJOA21A6X,India,Asia,Energy,A,USD,2025-09-04,2028-03-17,2.5356,6.635,6.2863,1.9017,100.9766,6030.37,6089.26,0.0011815558221461666
CAVAJ2K8XPNM,Canada,North America,Utility,BB+,USD,2024-03-30,2027-11-10,3.6165,7.1926,8.0593,2.7124,96.4234,7619.21,7346.7,0.0014255486148663783
POJQY3ODSX4N,Poland,Europe,Technology,AAA,USD,2025-06-01,2042-07-20,17.1453,3.7271,4.2449,12.859,92.7243,5693.51,5279.27,0.001024385919665377
GEXVKDC9X5JZ,Germany,Europe,Industrial,BB-,USD,2022-09-29,2028-09-26,5.9996,7.9518,8.9691,4.4997,95.4547,7765.61,7412.64,0.0014383435671121879
RU6KF1622VXY,Russia,Europe,Government,A-,USD,2024-11-14,2027-05-18,2.5075,7.5733,6.7094,1.8806,102.562,2608.05,2674.87,0.0005190299349977036
POZX9JPNBZUG,Poland,Europe,Energy,BB,EUR,2023-04-06,2046-04-26,23.0739,9.2498,8.8883,17.3054,106.5932,5108.4,5445.21,0.001056584803130188
US0IT26YS445,United States,North America,Technology,BB-,USD,2025-02-22,2051-01-24,25.9393,9.3266,9.337,19.4545,101.5536,647.33,657.39,0.0001275595034405935
CAGDEJ31GYMD,Canada,North America,Communications,BBB+,JPY,2025-10-24,2038-09-15,12.9033,7.1269,6.4632,9.6775,106.8862,5683.06,6074.41,0.001178674338360145
EGM0L2LJK4Q5,Egypt,Africa,Corporate,BB-,GBP,2025-09-18,2039-11-04,14.1372,9.1814,8.5617,10.6029,105.9354,4039.07,4278.8,0.0008302554089986334
CAV7C6S5NKB4,Canada,North America,Utility,BB+,USD,2022-03-16,2025-06-21,3.2689,8.5567,7.9052,2.4517,100.4597,5097.9,5121.33,0.000993739350698086
CAEHOU6QLZ2R,Canada,North America,Industrial,BBB+,USD,2023-02-22,2027-01-01,3.861,5.5084,7.7177,2.8957,91.4368,6936.0,6342.06,0.0012306089602678023
SIWGWAJ1G1R1,Singapore,Asia,Industrial,AA,EUR,2024-09-21,2047-06-28,22.7831,3.4208,4.6523,17.0873,80.265,4212.17,3380.9,0.0006560275105832195
MEDWWO8NBHNA,Mexico,North America,Technology,AA,USD,2024-12-23,2048-08-22,23.6805,6.5422,5.4323,17.7604,119.6203,7305.77,8739.19,0.0016957464166978515
MEL3GYWIYMEN,Mexico,North America,Government,BBB+,USD,2024-04-23,2050-05-31,26.1224,6.4071,6.3914,19.5918,101.2083,2285.24,2312.86,0.00044878576359179656
CAVG3KK0VM59,Canada,North America,Corporate,BB,USD,2022-08-24,2037-04-03,14.6217,9.5256,8.6711,10.9663,108.279,9421.15,10201.13,0.0019794202487609207
GEM6MG87OI0E,Germany,Europe,Energy,BB-,GBP,2021-10-24,2036-10-08,14.9672,10.4083,9.9451,11.2254,103.8325,3014.03,3129.55,0.0006072557294642594
IT0VGNXB5JTB,Italy,Europe,Communications,A-,AUD,2025-05-22,2049-05-26,24.0278,4.0331,5.9957,18.0209,64.9814,870.3,565.54,0.0001097369926159407
NE9XXAYPNTRF,Netherlands,Europe,Government,BBB+,USD,2021-06-01,2037-10-20,16.3976,6.5527,6.2176,12.2982,104.4368,2865.58,2992.72,0.0005807053303772997
NEZWKXXJVE3D,Netherlands,Europe,Communications,BB+,AUD,2024-02-18,2035-04-09,11.1459,9.8431,8.8012,8.3594,108.6961,5926.04,6441.38,0.0012498809447545145
USZEEDHHJSHZ,United States,North America,Government,AA,USD,2024-12-14,2037-01-13,12.092,4.2139,4.4047,9.069,98.2326,1262.11,1239.8,0.00024056993925317976
CAKBRH7LAY64,Canada,North America,Energy,BBB+,EUR,2021-08-12,2044-12-09,23.3445,8.2844,7.1934,17.5084,121.1135,8712.12,10551.55,0.0020474155045385454
POYFDS0DJI9K,Poland,Europe,Utility,BB-,EUR,2022-04-14,2044-10-16,22.5241,9.1934,10.0119,16.8931,87.7066,2674.32,2345.55,0.00045512890870728814
TUQDGBK2L0D1,Turkey,Europe,Financial,AA+,USD,2022-08-27,2039-06-01,16.775,1.3836,2.7414,12.5812,84.0582,4881.09,4102.95,0.0007961335959500192
QAB4XGMPW5D3,Qatar,Middle East,Communications,BB+,GBP,2024-06-02,2036-07-23,12.1481,9.049,8.4908,9.1111,104.9263,2089.89,2192.85,0.0004254991057358729
POGO8JN42X2E,Poland,Europe,Financial,BBB,EUR,2024-01-15,2033-09-27,9.7081,9.8005,8.1154,7.2811,112.8316,4824.13,5443.15,0.0010561850821470765
FRZC7FOV2YGN,France,Europe,Utility,AA+,EUR,2023-05-26,2042-06-16,19.0715,1.5669,3.5601,14.3036,69.4394,7014.16,4870.58,0.00094508399316644
PEMBY49E7EOB,Peru,Latin America,Communications,BBB-,USD,2024-02-12,2030-05-31,6.3033,9.2632,8.2223,4.7275,105.0924,1401.63,1473.01,0.000285821847249013
ITJLZY1UU9YM,Italy,Europe,Communications,BB-,USD,2024-07-26,2028-12-06,4.3678,7.9616,9.3498,3.2759,96.0889,7061.46,6785.28,0.0013166110642166603
TUSZDXIMYN4U,Turkey,Europe,Communications,BB+,EUR,2022-02-12,2032-02-18,10.0225,8.055,8.373,7.5169,98.2981,6228.88,6122.87,0.001188077483428873
SP9BXF445CRI,Spain,Europe,Energy,AA-,USD,2022-10-13,2036-12-17,14.191,4.8323,4.4893,10.6433,103.9598,9410.67,9783.31,0.001898346743341689
ME8BIXOIQ2Q4,Mexico,North America,Corporate,AA+,USD,2024-03-25,2030-12-07,6.7073,2.9041,3.1351,5.0305,97.1362,8083.79,7852.28,0.0015236510103234058
USQERXDOUADV,United States,North America,Energy,BBB+,USD,2023-05-20,2032-07-22,9.181,5.4143,6.7686,6.8857,89.6717,9766.05,8757.38,0.0016992759917865876
MEWKSHY8NBIQ,Mexico,North America,Corporate,A,JPY,2022-03-24,2028-07-23,6.3379,7.9261,6.4255,4.7534,107.0568,7915.28,8473.85,0.001644260025601353
MEUWRXZE1HM3,Mexico,North America,Utility,BB,USD,2022-11-03,2027-02-20,4.3036,8.3505,8.3913,3.2277,100.0577,7294.27,7298.48,0.0014161920392325757
CA8KSZBFFZZD,Canada,North America,Government,A,EUR,2022-07-02,2040-07-26,18.0801,5.0479,6.087,13.56,85.9267,4973.24,4273.34,0.0008291959543540758
NEVG7OQ2ZDO7,Netherlands,Europe,Financial,BB,USD,2023-06-20,2049-07-10,26.0743,9.1975,8.824,19.5557,106.5949,4453.38,4747.08,0.0009211201381109732
TU4V1QX8ERTB,Turkey,Europe,Industrial,BB-,AUD,2023-08-22,2030-07-19,6.9138,11.2746,9.5472,5.1853,108.6938,9717.24,10562.03,0.002049449036530297
IS74RS7GU0EN,Israel,Middle East,Communications,BB+,USD,2025-09-19,2043-09-09,17.9846,9.2339,9.0013,13.4884,102.9176,5162.27,5312.88,0.0010309075809480834
NEV5SN961J88,Netherlands,Europe,Communications,BB-,USD,2025-10-24,2043-06-12,17.6454,9.9543,9.1535,13.2341,111.8354,5945.62,6649.31,0.0012902275389381844
USQEOZ0KZ4Z7,United States,North America,Technology,BBB,USD,2021-11-19,2038-06-08,16.5621,6.2229,7.0615,12.4216,88.6968,506.21,448.99,8.712171078019453e-05
CHWHWKMY9X8S,Chile,Latin America,Government,AA-,USD,2023-10-08,2032-04-04,8.4976,3.3719,3.9565,6.3732,96.2431,9247.03,8899.62,0.0017268761435524954
CAYLEMRUYP04,Canada,North America,Communications,BBB+,CAD,2024-03-07,2048-03-02,24.0028,4.3069,6.5452,18.0021,57.5865,7725.47,4448.83,0.0008632479132503015
CAK43SAFYH1F,Canada,North America,Energy,AA+,USD,2026-04-14,2047-12-25,21.7143,5.1252,3.7369,16.2857,122.2251,789.41,964.85,0.00018721883036653533
MEKJ4YK1B3D5,Mexico,North America,Government,BBB+,USD,2023-01-09,2043-10-08,20.7609,7.6998,7.1915,15.5707,111.8403,977.31,1093.03,0.00021209078940305135
US050UI22KX7,United States,North America,Government,AA-,CAD,2023-05-25,2053-04-10,29.8992,4.553,4.9772,22.4244,89.9169,6279.04,5645.92,0.0010955304334798457
CAN89LTAJW25,Canada,North America,Utility,AAA,EUR,2023-11-26,2031-06-29,7.5956,3.1294,3.6648,5.6967,97.3088,7841.33,7630.3,0.0014805781638034664
US36ZX1TV18K,United States,North America,Industrial,A+,GBP,2025-05-20,2053-04-30,27.9659,6.8449,5.549,20.9745,126.4614,3778.3,4778.08,0.0009271353567888637
MEGYGGSNPUEV,Mexico,North America,Corporate,BBB+,CAD,2025-07-28,2034-12-31,9.4339,6.2771,7.3725,7.0754,92.7954,3308.72,3070.34,0.0005957666617894886
SPJLZFFLB7WX,Spain,Europe,Financial,AA-,EUR,2022-09-12,2032-06-16,9.769,2.6974,4.7199,7.3268,85.6524,3795.42,3250.87,0.0006307965788191519
GBRUM2LHGCSO,United Kingdom,Europe,Corporate,BB,USD,2024-02-21,2028-05-06,4.2103,9.1537,9.9739,3.1577,96.1587,8428.43,8104.67,0.0015726245923270434
UATDHHLMH1T9,UAE,Middle East,Utility,A,USD,2023-10-28,2028-05-27,4.5861,6.4327,5.4915,3.4396,102.5931,9175.71,9413.65,0.0018266181711975283
CA39AYQ6WW8Y,Canada,North America,Energy,BBB-,CAD,2022-07-13,2042-08-24,20.1305,7.8677,7.0025,15.0978,113.2293,8265.37,9358.83,0.0018159809361032717
INL68NTK63N2,Indonesia,Asia,Government,AA,USD,2022-09-29,2043-04-23,20.5787,5.3068,4.8635,15.434,108.1125,3303.19,3571.16,0.0006929454301204916
USQB6GS8G8TA,United States,North America,Energy,BBB,EUR,2025-11-29,2054-03-21,28.3262,8.3695,7.1464,21.2446,125.7251,1638.97,2060.59,0.00039983546630562163
GECY15PDTZ91,Germany,Europe,Utility,A,EUR,2023-12-01,2052-06-28,28.5972,7.3031,5.3158,21.4479,143.5342,3767.6,5407.79,0.0010493238520680377
ITX70FQLDB2U,Italy,Europe,Financial,AA+,USD,2023-12-07,2050-05-11,26.4445,4.7854,4.0529,19.8334,114.8165,4295.43,4931.86,0.000956974722217444
USUIJNWPAYTX,United States,North America,Communications,A-,USD,2022-11-13,2046-09-09,23.8397,5.755,6.3955,17.8798,88.7219,2649.61,2350.79,0.00045614567470316376
CHW1VZC7D2KD,Chile,Latin America,Government,BBB+,USD,2026-01-09,2046-06-15,20.4441,4.8375,6.5819,15.3331,73.8363,9414.0,6950.95,0.00134875755706718
AU1POXRTEO2T,Australia,Asia,Energy,BBB,USD,2021-08-11,2045-06-28,23.8974,7.1386,7.2846,17.9231,97.5117,4850.33,4729.63,0.0009177341521132574
ME8FY620N8TT,Mexico,North America,Government,AAA,USD,2022-05-08,2043-08-15,21.2854,3.7787,3.3492,15.964,107.2909,5034.83,5401.92,0.0010481848413054823
CAEAVT8K06MO,Canada,North America,Technology,AAA,USD,2024-07-09,2032-05-14,7.8537,4.3203,3.2797,5.8902,106.2624,2235.39,2375.38,0.00046091710138991624
MEXSFH4GG244,Mexico,North America,Energy,BB-,USD,2022-11-05,2037-09-09,14.8555,9.3844,9.9177,11.1416,94.2838,4497.23,4240.16,0.0008227577299756111
SP79QTKCD0RL,Spain,Europe,Corporate,AA-,USD,2024-04-03,2044-07-22,20.3165,5.4764,5.0295,15.2374,106.4666,4467.84,4756.75,0.0009229964982598506
MEEXDW6LQWLV,Mexico,North America,Technology,BB+,USD,2025-03-04,2046-07-27,21.4134,9.2998,8.5852,16.06,109.4267,4330.47,4738.7,0.0009194940886748208
INUNLPAIH0P4,Indonesia,Asia,Communications,BB-,USD,2023-05-19,2050-07-16,27.1793,8.572,9.3557,20.3845,85.7585,6752.52,5790.86,0.0011236544913886663
MEE05QMKTGV4,Mexico,North America,Energy,AA-,USD,2022-12-30,2025-10-22,2.8163,4.1334,4.5716,2.1123,98.5361,5423.62,5344.23,0.0010369907133852402
GB4FTJ5CCASB,United Kingdom,Europe,Energy,BBB+,USD,2025-10-08,2048-03-26,22.4816,6.9503,7.447,16.8612,91.5746,4106.36,3760.38,0.0007296615487730862
MEUOV6TT9Q1N,Mexico,North America,Energy,BBB-,USD,2024-04-24,2027-07-07,3.2055,6.5142,7.6804,2.4041,95.0804,8989.15,8546.92,0.0016584384781430774
NEI10KQSOSX4,Netherlands,Europe,Communications,BBB-,USD,2023-04-06,2028-04-08,5.0132,8.2171,7.9071,3.7599,101.109,5383.91,5443.61,0.0010562743402306837
CA3WFSQG8X80,Canada,North America,Communications,BBB+,USD,2021-09-25,2031-05-05,9.616,8.6119,7.6095,7.212,108.3141,3581.29,3879.04,0.0007526862535575532
MERMHRCNBH6N,Mexico,North America,Industrial,A,GBP,2022-12-27,2037-04-24,14.3361,6.199,6.6733,10.752,94.9733,6765.31,6425.23,0.0012467472098626456
GEQQB9LZS34J,Germany,Europe,Financial,BBB,USD,2025-12-23,2029-10-24,3.8394,6.6168,7.3318,2.8795,96.9125,5691.36,5515.64,0.0010702509918877306
FRTGXNX4SN6S,France,Europe,Industrial,BBB+,USD,2024-05-09,2047-07-17,23.2039,8.5818,7.4714,17.4029,120.4066,997.72,1201.32,0.000233103306520108
CAM5RRVSFFCX,Canada,North America,Corporate,AA,USD,2022-12-06,2048-02-27,25.2442,4.708,4.2168,18.9332,108.9421,9301.41,10133.15,0.0019662294563182435
NEHGNZEI3ZRR,Netherlands,Europe,Financial,BB+,USD,2024-12-30,2027-04-07,2.2712,8.1248,8.5363,1.7034,99.2098,6089.35,6041.23,0.0011722361139816801
MEHF4ABUFWBU,Mexico,North America,Energy,AA+,USD,2024-09-13,2041-09-05,16.9903,4.4547,3.9812,12.7427,105.7657,4059.86,4293.94,0.00083319316418519
TUCJG8VUAZXK,Turkey,Europe,Utility,BB,USD,2023-05-06,2029-11-29,6.5734,7.934,8.6462,4.9301,96.3783,3705.82,3571.6,0.0006930308074178552
CHDQ95G3V23G,Chile,Latin America,Technology,BBB-,EUR,2022-06-22,2048-10-30,26.3777,5.6195,7.5517,19.7833,61.0999,4248.44,2595.79,0.0005036853061897173
GBXJ0MQVINDH,United Kingdom,Europe,Industrial,BBB-,USD,2022-08-31,2032-12-15,10.299,7.7444,7.914,7.7242,97.8831,4380.33,4287.6,0.0008319629549459056
SP4SPFDRWB2S,Spain,Europe,Energy,AA-,USD,2026-03-24,2037-09-01,11.4509,4.8524,4.3272,8.5882,103.3726,2968.37,3068.48,0.0005954057486688152
PEEREV361XSN,Peru,Latin America,Technology,AA-,USD,2022-01-04,2027-02-12,5.1118,4.2348,5.3807,3.8339,96.1233,8331.33,8008.35,0.0015539347257769013
MEBTI22NV01Z,Mexico,North America,Energy,BB+,USD,2023-08-12,2044-05-23,20.7956,9.2324,8.9865,15.5967,100.8821,1614.16,1628.4,0.0003159736159702194
MEDERI4K5OGZ,Mexico,North America,Communications,AA,USD,2022-08-03,2048-10-26,26.2508,1.593,3.6576,19.6881,60.8897,5256.75,3200.82,0.0006210849112440417
SW2UEAXYLNFX,Switzerland,Europe,Industrial,BB+,USD,2025-05-21,2030-12-31,5.6169,8.1006,9.053,4.2127,95.3112,7770.95,7406.59,0.0014371696292734383
MEJ4PNJY1O2R,Mexico,North America,Corporate,BB+,AUD,2024-12-20,2045-10-27,20.8675,8.7864,8.8418,15.6506,100.2927,6696.24,6715.84,0.0013031369743781859
CANTJLMZ04X0,Canada,North America,Communications,BB-,EUR,2025-04-29,2051-02-03,25.7845,9.2328,8.8656,19.3384,105.8659,4408.06,4666.63,0.0009055096754452866
CAQZFHOMTZZF,Canada,North America,Government,BBB-,USD,2024-02-29,2033-05-24,9.2406,8.6694,8.7647,6.9304,100.5342,5179.69,5207.36,0.001010432552725793
PO8ADF7PCHCB,Poland,Europe,Energy,AA+,USD,2023-02-02,2049-12-31,26.9308,5.1772,4.4604,20.1981,112.3712,8478.29,9527.16,0.001848643573524217
CAN9WSZV83XP,Canada,North America,Communications,BBB-,USD,2026-03-22,2032-03-24,6.0119,8.0781,7.2039,4.5089,104.3154,6021.36,6281.2,0.0012187997277279179
USHX2KBVSIGB,United States,North America,Financial,BB+,CAD,2021-06-13,2032-07-24,11.1231,8.8129,9.051,8.3423,98.0596,7423.39,7279.35,0.001412480067190381
USIAF92MOVS0,United States,North America,Technology,BB-,USD,2021-12-29,2027-10-04,5.7681,10.2597,9.4631,4.3261,101.4341,8995.52,9124.52,0.0017705155848640297
GECDK36M8JVH,Germany,Europe,Industrial,AA,USD,2025-10-19,2034-12-01,9.1255,5.6645,4.4943,6.8441,108.1433,9597.5,10379.05,0.002013943723185768
PO7UJODCK828,Poland,Europe,Industrial,A,GBP,2024-01-11,2036-10-08,12.7532,4.7104,5.3055,9.5649,94.025,1418.13,1333.39,0.0002587300784810432
ME53UY8U118Q,Mexico,North America,Energy,BBB+,USD,2024-11-15,2029-04-28,4.4542,6.1285,6.6905,3.3406,99.1374,3404.57,3375.2,0.0006549214865037363
ITQVAECW9YIL,Italy,Europe,Energy,BBB+,USD,2025-12-17,2031-09-08,5.7299,8.6279,7.4214,4.2974,105.3743,2939.06,3097.02,0.0006009436306387182
SI8SA3IDY3C7,Singapore,Asia,Energy,AA,EUR,2024-07-13,2043-11-08,19.3368,5.1283,4.0036,14.5026,117.0414,3421.53,4004.61,0.0007770517699892533
NERM6J8Y6RH0,Netherlands,Europe,Financial,AA,USD,2023-12-21,2041-05-21,17.4294,3.4907,4.473,13.0721,88.2811,1317.31,1162.93,0.00022565413732513338
ME5HHIWFD7YX,Mexico,North America,Financial,BB,USD,2021-05-20,2025-03-31,3.8674,11.2639,10.16,2.9006,103.677,895.0,927.91,0.00018005101817423618
NEW1TBRWR965,Netherlands,Europe,Energy,AA-,USD,2021-12-08,2041-02-07,19.1819,5.4305,5.0193,14.3864,105.2161,9444.98,9937.64,0.0019282928303919738
SPR96KHUB2RT,Spain,Europe,Communications,BBB,AUD,2021-12-19,2047-04-12,25.3297,9.3049,8.0812,18.9973,122.0723,4261.4,5202.0,0.0010093925020124546
INSOYG9ZQYAH,India,Asia,Corporate,BB+,USD,2025-02-22,2042-07-18,17.4132,7.6302,8.609,13.0599,87.1287,1089.35,949.14,0.0001841704727720302
CAULWJTIQWNR,Canada,North America,Energy,AA,EUR,2024-05-07,2054-04-06,29.937,4.5328,4.6691,22.4527,97.9992,9865.15,9667.77,0.001875927441211255
MEHZN4KGEUID,Mexico,North America,Technology,A+,USD,2025-03-01,2045-04-19,20.1505,3.169,4.3626,15.1129,81.3126,2377.57,1933.27,0.000375130381077589
USJIPNF8F3GR,United States,North America,Technology,BB-,USD,2024-06-23,2050-10-07,26.3087,9.4255,9.7053,19.7316,93.5144,2045.28,1912.63,0.00037112540967398715
NE94SZ2KUUOY,Netherlands,Europe,Corporate,AA-,USD,2025-01-25,2043-09-21,18.6664,3.5443,4.5722,13.9998,87.5978,6131.32,5370.91,0.0010421676822344697
USC3RWQMMU7J,United States,North America,Communications,AA,USD,2025-08-10,2039-09-18,14.1176,5.1556,4.6671,10.5882,107.5339,3531.67,3797.75,0.000736912797869627
POAE58HUXG2M,Poland,Europe,Utility,A,USD,2025-09-17,2045-05-04,19.6426,4.293,5.304,14.732,85.7012,3569.45,3059.06,0.0005935778983479853
EGYR06NKWFG3,Egypt,Africa,Industrial,A,EUR,2024-09-06,2027-10-22,3.128,2.9989,5.4913,2.346,93.1707,9958.56,9278.46,0.0018003859965825602
CAMWU4CFILKJ,Canada,North America,Government,BBB-,GBP,2025-11-23,2054-06-28,28.6149,8.0647,8.4204,21.4612,90.4352,6298.59,5696.14,0.0011052750877380284
CAXJQ5NV8OGA,Canada,North America,Corporate,AA,USD,2025-03-01,2040-01-06,14.8613,4.6417,4.9351,11.146,95.2803,959.45,914.16,0.00017738297763162349
KR0X7ZCGDC5T,South Korea,Asia,Financial,AA+,USD,2026-04-05,2042-05-07,16.0993,1.2727,2.7829,12.0745,81.6537,4443.69,3628.44,0.0007040600019227356
USAO1CJFX5LI,United States,North America,Government,BBB-,USD,2024-04-30,2027-12-29,3.6684,7.3717,8.0606,2.7513,99.0195,8453.75,8370.87,0.0016242778572320253
RUKWE4BX4LR9,Russia,Europe,Technology,A-,USD,2022-08-03,2029-02-26,6.5743,6.884,6.0705,4.9307,102.3465,8620.65,8822.94,0.0017119972090937651
QATJQ8ZGVWWU,Qatar,Middle East,Communications,BBB+,GBP,2021-08-16,2027-09-09,6.0691,9.4058,7.7101,4.5519,109.616,8841.32,9691.5,0.001880531994089524
SPSXLMT2PNJK,Spain,Europe,Government,A-,USD,2022-05-09,2025-08-01,3.2338,7.4528,6.5286,2.4254,100.2802,6097.54,6114.62,0.0011864766591033055
GEA34MQA78RA,Germany,Europe,Government,AA+,USD,2021-09-10,2027-03-30,5.5544,4.5028,3.7178,4.1658,104.3864,2077.71,2168.85,0.0004208421622433126
CAPKIANOUOF0,Canada,North America,Technology,A+,CAD,2023-02-17,2029-02-11,5.9916,4.8674,5.3687,4.4937,96.7848,1026.45,993.45,0.00019276835469516976
MEONJPI163YK,Mexico,North America,Government,BBB+,EUR,2023-05-01,2041-07-18,18.2293,7.3616,7.2512,13.672,102.0167,7422.23,7571.92,0.0014692501487578132
CA03O4GKWWJW,Canada,North America,Industrial,BB-,USD,2023-12-29,2027-06-01,3.4273,10.8506,9.8104,2.5705,101.2698,9263.13,9380.75,0.0018202342778264769
CAGABTGDJZ0I,Canada,North America,Technology,BBB,EUR,2023-08-02,2049-03-11,25.6251,9.3252,8.8225,19.2189,109.3133,8390.92,9172.39,0.0017798042467385654
USFRML29Q2L4,United States,North America,Government,AA,EUR,2022-04-24,2041-06-10,19.1437,5.2792,4.2013,14.3578,114.9222,5994.42,6888.92,0.0013367212985320334
SI8C1CQG433E,Singapore,Asia,Utility,BB-,USD,2021-11-04,2050-08-16,28.8015,10.0494,10.2996,21.6011,93.5257,5711.59,5341.8,0.0010365191978566185
SW1I1P0BQ1S9,Switzerland,Europe,Utility,A,USD,2025-03-04,2044-11-16,19.7185,5.2158,5.4995,14.7889,97.1727,5096.12,4952.04,0.0009608904355374385
FRRYLLWB7SJW,France,Europe,Technology,AAA,EUR,2024-02-04,2031-08-27,7.5668,2.3789,2.9156,5.6751,97.6702,4993.76,4877.41,0.0009464092816686977
MEH55HEWLGJE,Mexico,North America,Energy,BB+,EUR,2021-04-30,2039-03-15,17.8869,7.1235,8.5305,13.4152,80.9538,3514.4,2845.04,0.0005520496047530783
PE2AB2RVNDFD,Peru,Latin America,Government,BB,USD,2022-02-25,2032-03-19,10.0692,9.3048,8.4686,7.5519,106.1419,2804.49,2976.74,0.0005776045821685032
MEW79WCXZ2EI,Mexico,North America,Energy,AA+,CAD,2022-07-18,2029-06-03,6.8835,4.9336,3.5553,5.1626,106.7528,6599.82,7045.49,0.001367102033641624
US9212PGYME6,United States,North America,Utility,BB+,USD,2025-09-18,2036-07-22,10.8502,7.9267,8.2242,8.1376,98.8912,7623.67,7539.14,0.0014628895401042248
BRRPKZGGM0J3,Brazil,Latin America,Corporate,AA,USD,2023-12-07,2030-12-31,7.0728,3.0261,4.0923,5.3046,96.4688,4551.75,4391.02,0.0008520305006125968
SW6TCFKJNAWN,Switzerland,Europe,Technology,BBB-,EUR,2025-07-27,2047-07-28,22.0172,7.9467,8.6657,16.5129,86.564,8212.73,7109.27,0.0013794778609731032
MEGA41IZXTNS,Mexico,North America,Communications,BBB,USD,2022-12-11,2033-02-25,10.219,8.4457,7.4463,7.6642,109.5631,6951.13,7615.87,0.0014777781765285645
UARTWLXDSC4E,UAE,Middle East,Industrial,BBB-,USD,2026-02-19,2031-11-08,5.722,8.1004,8.377,4.2915,99.2637,2596.19,2577.07,0.0005000528902655202
US5HRDU4XSZJ,United States,North America,Utility,BBB+,USD,2022-02-15,2034-02-06,11.984,8.1817,7.3959,8.988,106.2561,2492.06,2647.96,0.0005138083371066703
NINVC7HR6C2C,Nigeria,Africa,Industrial,A-,USD,2025-10-12,2038-03-29,12.4705,6.4138,5.6537,9.3529,108.1637,9673.57,10463.29,0.002030289594844655
USU7ONZ3JBCK,United States,North America,Industrial,AA+,AUD,2024-04-25,2038-04-18,13.9892,2.5502,4.0111,10.4919,83.9849,6629.58,5567.85,0.0010803817843771713
GB88D0TGSIWG,United Kingdom,Europe,Energy,BB+,USD,2022-08-24,2039-04-16,16.6554,7.7197,7.6103,12.4916,101.4424,4017.21,4075.15,0.0007907393030711369
CH0ODWMQX5GG,China,Asia,Financial,A-,USD,2021-11-03,2042-03-29,20.4161,4.5889,5.7459,15.312,82.2613,1535.63,1263.23,0.0002451162803377918
MEOMF9PML9LN,Mexico,North America,Corporate,AAA,USD,2023-02-03,2049-02-11,26.0435,2.435,3.1357,19.5327,87.197,9162.28,7989.23,0.0015502246941278281
CA1P0VUH17J8,Canada,North America,Industrial,BBB,USD,2025-05-31,2046-02-20,20.742,7.0059,6.9768,15.5565,101.4426,8683.47,8808.74,0.0017092418508606669
CAQO09VS9KKH,Canada,North America,Communications,A+,EUR,2024-01-21,2032-08-24,8.5974,6.0093,5.1924,6.4481,104.841,1751.03,1835.79,0.0003562154289253064
TU4A3YJTU7FB,Turkey,Europe,Communications,A,USD,2021-06-10,2047-11-13,26.4452,5.9713,6.3971,19.8339,92.0926,6542.45,6025.12,0.0011691101406622992
